@relation kc1-class-level-numericdefect-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.ReservoirSample-S1-Z100

@attribute PERCENT_PUB_DATA numeric
@attribute ACCESS_TO_PUB_DATA numeric
@attribute COUPLING_BETWEEN_OBJECTS numeric
@attribute DEPTH numeric
@attribute LACK_OF_COHESION_OF_METHODS numeric
@attribute NUM_OF_CHILDREN numeric
@attribute DEP_ON_CHILD numeric
@attribute FAN_IN numeric
@attribute RESPONSE_FOR_CLASS numeric
@attribute WEIGHTED_METHODS_PER_CLASS numeric
@attribute minLOC_BLANK numeric
@attribute minBRANCH_COUNT numeric
@attribute minLOC_CODE_AND_COMMENT numeric
@attribute minLOC_COMMENTS numeric
@attribute minCYCLOMATIC_COMPLEXITY numeric
@attribute minDESIGN_COMPLEXITY numeric
@attribute minESSENTIAL_COMPLEXITY numeric
@attribute minLOC_EXECUTABLE numeric
@attribute minHALSTEAD_CONTENT numeric
@attribute minHALSTEAD_DIFFICULTY numeric
@attribute minHALSTEAD_EFFORT numeric
@attribute minHALSTEAD_ERROR_EST numeric
@attribute minHALSTEAD_LENGTH numeric
@attribute minHALSTEAD_LEVEL numeric
@attribute minHALSTEAD_PROG_TIME numeric
@attribute minHALSTEAD_VOLUME numeric
@attribute minNUM_OPERANDS numeric
@attribute minNUM_OPERATORS numeric
@attribute minNUM_UNIQUE_OPERANDS numeric
@attribute minNUM_UNIQUE_OPERATORS numeric
@attribute minLOC_TOTAL numeric
@attribute maxLOC_BLANK numeric
@attribute maxBRANCH_COUNT numeric
@attribute maxLOC_CODE_AND_COMMENT numeric
@attribute maxLOC_COMMENTS numeric
@attribute maxCYCLOMATIC_COMPLEXITY numeric
@attribute maxDESIGN_COMPLEXITY numeric
@attribute maxESSENTIAL_COMPLEXITY numeric
@attribute maxLOC_EXECUTABLE numeric
@attribute maxHALSTEAD_CONTENT numeric
@attribute maxHALSTEAD_DIFFICULTY numeric
@attribute maxHALSTEAD_EFFORT numeric
@attribute maxHALSTEAD_ERROR_EST numeric
@attribute maxHALSTEAD_LENGTH numeric
@attribute maxHALSTEAD_LEVEL numeric
@attribute maxHALSTEAD_PROG_TIME numeric
@attribute maxHALSTEAD_VOLUME numeric
@attribute maxNUM_OPERANDS numeric
@attribute maxNUM_OPERATORS numeric
@attribute maxNUM_UNIQUE_OPERANDS numeric
@attribute maxNUM_UNIQUE_OPERATORS numeric
@attribute maxLOC_TOTAL numeric
@attribute avgLOC_BLANK numeric
@attribute avgBRANCH_COUNT numeric
@attribute avgLOC_CODE_AND_COMMENT numeric
@attribute avgLOC_COMMENTS numeric
@attribute avgCYCLOMATIC_COMPLEXITY numeric
@attribute avgDESIGN_COMPLEXITY numeric
@attribute avgESSENTIAL_COMPLEXITY numeric
@attribute avgLOC_EXECUTABLE numeric
@attribute avgHALSTEAD_CONTENT numeric
@attribute avgHALSTEAD_DIFFICULTY numeric
@attribute avgHALSTEAD_EFFORT numeric
@attribute avgHALSTEAD_ERROR_EST numeric
@attribute avgHALSTEAD_LENGTH numeric
@attribute avgHALSTEAD_LEVEL numeric
@attribute avgHALSTEAD_PROG_TIME numeric
@attribute avgHALSTEAD_VOLUME numeric
@attribute avgNUM_OPERANDS numeric
@attribute avgNUM_OPERATORS numeric
@attribute avgNUM_UNIQUE_OPERANDS numeric
@attribute avgNUM_UNIQUE_OPERATORS numeric
@attribute avgLOC_TOTAL numeric
@attribute sumLOC_BLANK numeric
@attribute sumBRANCH_COUNT numeric
@attribute sumLOC_CODE_AND_COMMENT numeric
@attribute sumLOC_COMMENTS numeric
@attribute sumCYCLOMATIC_COMPLEXITY numeric
@attribute sumDESIGN_COMPLEXITY numeric
@attribute sumESSENTIAL_COMPLEXITY numeric
@attribute sumLOC_EXECUTABLE numeric
@attribute sumHALSTEAD_CONTENT numeric
@attribute sumHALSTEAD_DIFFICULTY numeric
@attribute sumHALSTEAD_EFFORT numeric
@attribute sumHALSTEAD_ERROR_EST numeric
@attribute sumHALSTEAD_LENGTH numeric
@attribute sumHALSTEAD_LEVEL numeric
@attribute sumHALSTEAD_PROG_TIME numeric
@attribute sumHALSTEAD_VOLUME numeric
@attribute sumNUM_OPERANDS numeric
@attribute sumNUM_OPERATORS numeric
@attribute sumNUM_UNIQUE_OPERANDS numeric
@attribute sumNUM_UNIQUE_OPERATORS numeric
@attribute sumLOC_TOTAL numeric
@attribute NUMDEFECTS numeric

@data
0,0,0.125,0.166667,1,0,0,0.333333,0.171171,0.11,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0.111111,0,0,0,0,0,0,0,0,0.040091,0.027907,0.000054,0,0.004521,0.335,0.000054,0.001466,0.004673,0.004425,0.016667,0.081081,0.010453,0,0,0,0,0,0,0,0,0.128395,0.0782,0.000497,0,0.025555,0.714032,0.000499,0.009652,0.024828,0.026012,0.054924,0.186529,0.017762,0,0.003828,0,0,0.007005,0.009804,0.011628,0,0.012666,0.004716,0.000041,0,0.002148,0.103045,0.000041,0.000861,0.002027,0.002228,0.004945,0.010846,0.003817,0
0,0,0.208333,0,1,0,0,0,0.081081,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222,0,0,0,0,0,0,0,0.007634,0.027608,0.027907,0.000037,0,0.003617,0.5,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0.04878,0,0,0,0,0,0,0,0.003857,0.010489,0.007667,0.00003,0,0.002192,0.104691,0.00003,0.000665,0.001623,0.00255,0.00359,0.018287,0.097022,0,0.015311,0,0,0.028021,0.039216,0.046512,0.001729,0.003518,0.001572,0.000008,0,0.000627,0.051369,0.000008,0.000202,0.000451,0.000743,0.001099,0.003615,0.050659,0
0,0,0.583333,0.666667,0.96,0,0,0.333333,0.243243,0.08,0,0,0,0,0,0,0,0.5,0.586677,0.8,0.407729,1,0.6,0.089552,0.406619,0.489274,0.333333,0.666667,0.4,0.8,0.333333,0.137931,0.295455,0,0.022727,0.295455,0.295455,0.28,0.263359,0.300114,0.336186,0.058277,0.132576,0.174503,0.25,0.058277,0.132251,0.142523,0.19469,0.225,0.432432,0.261324,0.219378,0.495868,0,0.010827,0.495868,0.659341,0.132911,0.530738,0.602106,0.524068,0.192997,0.390728,0.46118,0.189165,0.192996,0.389824,0.391379,0.505058,0.450069,0.683938,0.466263,0.045098,0.083254,0,0.003937,0.082312,0.115196,0.040698,0.111976,0.095038,0.05057,0.02569,0.056137,0.06203,0.043679,0.02569,0.055629,0.051138,0.069211,0.064835,0.06363,0.104441,0
0,0,0.166667,0,0,0,0,0,0.022523,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111,0.034483,0,0,0.022727,0,0,0,0.049618,0.246296,0.12093,0.006185,0.037879,0.05877,0.075,0.006185,0.03903,0.060748,0.057522,0.15,0.243243,0.15331,0.030522,0,0,0.017323,0,0,0,0.042623,0.168233,0.067773,0.012233,0.05298,0.070275,0.031972,0.012234,0.054796,0.071724,0.069364,0.109847,0.124352,0.279123,0.003922,0.003828,0,0.003937,0.007005,0.009804,0.011628,0.00562,0.016597,0.004087,0.001018,0.004757,0.005908,0.004614,0.001018,0.004887,0.005857,0.005941,0.00989,0.007231,0.039556,4
0,0,0.791667,0.5,1,0,0,1,0.351351,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.111111,0.293103,0.545455,0,0.25,0.545455,0.545455,0.4,0.683206,0.600798,0.612651,0.387337,0.481061,0.54792,0.335,0.387337,0.482406,0.485981,0.587021,0.5,0.540541,0.728223,0.206024,0.519008,0,0.147244,0.519008,0.672528,0.374684,0.55082,0.600964,0.65653,0.410694,0.533332,0.594499,0.156306,0.410694,0.534281,0.537011,0.630636,0.491262,0.696373,0.503691,0.158824,0.32823,0,0.200787,0.325744,0.446078,0.299419,0.435798,0.355717,0.237568,0.205007,0.287345,0.299857,0.135343,0.205007,0.285911,0.263122,0.324075,0.265385,0.24295,0.423317,16
0.5,0,0.041667,0.166667,1,0,0,0.333333,0.135135,0.2,0,0,0,0,0,0,0,0,0.469341,0.6,0.228838,0,0.5,0.597015,0.229314,0.366246,0.166667,0.5,0.2,0.6,0.111111,0,0,0,0,0,0,0,0,0.040091,0.046512,0.000119,0.003788,0.005425,0.335,0.000119,0.001959,0.004673,0.007375,0.016667,0.135135,0.003484,0,0,0,0,0,0,0,0,0.127841,0.095577,0.000747,0.008829,0.028394,0.618117,0.000747,0.011444,0.022989,0.031792,0.050855,0.227979,0.012687,0,0.001914,0,0,0.003503,0.004902,0.005814,0,0.007567,0.003459,0.000037,0.000476,0.001432,0.053522,0.000037,0.000612,0.001126,0.001634,0.002747,0.007954,0.001735,0
0,0,0.041667,0,0.75,0,0,0,0.027027,0.06,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0,0,0,0,0,0,0,0.01145,0.049259,0.065116,0.000307,0.003788,0.008137,1,0.000308,0.003603,0.004673,0.010324,0.016667,0.189189,0.017422,0,0,0,0,0,0,0,0.035519,0.111536,0.065166,0.000653,0.004416,0.021295,1,0.000653,0.007983,0.018391,0.023121,0.040684,0.165803,0.042291,0,0.004785,0,0,0.008757,0.012255,0.014535,0.00562,0.013204,0.004716,0.000065,0.000476,0.002148,0.173177,0.000065,0.000854,0.001802,0.002376,0.004396,0.011569,0.008675,0
1,0,0,0,1,0.2,0,0,0.157658,0.35,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.328358,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0,0,0.045455,0,0,0.045455,0.022727,0.08,0.003817,0.06138,0.083721,0.000738,0.007576,0.012658,0.5,0.000739,0.006731,0.011682,0.013274,0.041667,0.243243,0.010453,0,0.009917,0,0,0.009917,0.006593,0.01519,0.001639,0.120037,0.08602,0.000811,0.003974,0.026886,0.698579,0.000813,0.010752,0.023448,0.029046,0.050347,0.202073,0.014591,0,0.02201,0,0,0.036778,0.04902,0.061047,0.000865,0.047367,0.020751,0.00027,0.001427,0.00904,0.403261,0.00027,0.003836,0.007659,0.009951,0.018132,0.046999,0.014573,0
0,0,0.041667,0.166667,1,0,0,0.333333,0.09009,0.16,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.41791,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.111111,0,0,0,0,0,0,0,0.022901,0.084637,0.066977,0.000652,0.007576,0.015371,0.5,0.000652,0.007427,0.014019,0.016224,0.041667,0.162162,0.02439,0,0,0,0,0,0,0,0.02459,0.151605,0.112086,0.002113,0.019868,0.04126,0.62611,0.002113,0.020214,0.034483,0.04552,0.068655,0.248705,0.031719,0,0.002871,0,0,0.005254,0.007353,0.008721,0.002594,0.011965,0.005408,0.000141,0.001427,0.002775,0.072285,0.000141,0.001442,0.002253,0.003119,0.004945,0.011569,0.004511,0
0,0,0.333333,0,0.58,0,0,0,0.166667,0.34,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,0.074627,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0.172414,0.181818,0.166667,0.181818,0.25,0.181818,0,0.20229,0.194706,0.366698,0.044979,0.094697,0.117541,0.335,0.044979,0.093582,0.107477,0.123894,0.233333,0.648649,0.250871,0.053182,0.087153,0.205533,0.057743,0.108189,0.07992,0,0.105315,0.232239,0.209117,0.025228,0.065823,0.09583,0.379784,0.025228,0.065659,0.076907,0.107725,0.133148,0.412624,0.116109,0.045098,0.086124,0.22807,0.086614,0.119089,0.127451,0.093023,0.091656,0.151211,0.083237,0.013853,0.03901,0.053169,0.361735,0.013853,0.03865,0.041451,0.060894,0.079121,0.158351,0.115892,0
0,0,0,0,1,0.2,0,0,0.126126,0.28,0,0,0,0,0,0,0,0,0.403482,0.6,0.157729,0,0.4,1,0.158392,0.252366,0.166667,0.5,0.2,0.6,0,0,0,0,0,0,0,0,0,0.027608,0.027907,0.000037,0,0.003617,0.335,0.000037,0.00101,0.002336,0.004425,0.008333,0.081081,0,0,0,0,0,0,0,0,0,0.094288,0.0782,0.000365,0,0.021295,0.714032,0.000367,0.007092,0.013793,0.026012,0.030513,0.186529,0,0,0,0,0,0,0,0,0,0.00186,0.000943,0.000006,0,0.000358,0.020609,0.000006,0.000127,0.000225,0.000446,0.000549,0.002169,0,0
0,0,0,0,0.5,0,0,0,0.009009,0.02,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.034483,0.034091,0.25,0.022727,0.045455,0.022727,0,0.038168,0.075158,0.130233,0.002189,0.011364,0.023508,0.07,0.002189,0.012828,0.016355,0.028024,0.041667,0.27027,0.059233,0.076305,0.07438,0.782609,0.043307,0.099174,0.065934,0,0.090164,0.128342,0.182466,0.010825,0.039735,0.071872,0.0746,0.010824,0.045024,0.048276,0.086705,0.076283,0.341969,0.120531,0.003922,0.003828,0.052632,0.003937,0.005254,0.004902,0.002907,0.004756,0.005064,0.004402,0.00036,0.001427,0.002417,0.004306,0.00036,0.001606,0.001577,0.00297,0.002747,0.007954,0.00694,0
0,0,0,0,0,0,0,0,0.045045,0.1,0,0,0,0,0,0,0,0,0.359576,0.4,0.062434,0,0.3,0.746269,0.061466,0.149842,0.166667,0.333333,0.2,0.4,0.333333,0,0,0,0,0,0,0,0,0.040143,0.037209,0.000096,0.003788,0.005425,0.5,0.000095,0.001959,0.004673,0.0059,0.016667,0.108108,0.010453,0,0,0,0,0,0,0,0,0.105138,0.0782,0.000485,0.008829,0.02307,0.77087,0.000484,0.008351,0.018391,0.026012,0.040684,0.186529,0.038062,0,0.001914,0,0,0.003503,0.004902,0.005814,0,0.006223,0.00283,0.000024,0.000476,0.001164,0.066749,0.000024,0.000447,0.000901,0.001337,0.002198,0.006508,0.003817,0
1,0,0.208333,0,1,0.2,0,0,0.036036,0.08,0,0,0,0,0,0,0,0.25,0,0,0,0,0.1,0,0,0,0,0.166667,0,0.2,0.222222,0.051724,0.045455,0,0.022727,0.045455,0.045455,0,0.114504,0.190977,0.183814,0.011086,0.045455,0.067812,0.095,0.011085,0.046011,0.065421,0.069322,0.141667,0.324324,0.121951,0.114458,0.086777,0,0.010827,0.086777,0.115385,0,0.19877,0.277271,0.24496,0.035349,0.115894,0.159051,0.095915,0.035348,0.11835,0.144828,0.167991,0.205964,0.443005,0.201413,0.023529,0.020096,0,0.003937,0.024518,0.034314,0.020349,0.041937,0.043765,0.023637,0.004705,0.016651,0.021393,0.022147,0.004705,0.016889,0.018923,0.023021,0.02967,0.041215,0.046495,0
